country,variety,price,points
US,"Pinot Noir",27.0,90
France,Chardonnay,45.0,90
France,Romorantin,20.0,90
US,"Pinot Noir",48.0,90
Canada,Syrah,38.0,90
Bulgaria,Syrah,28.0,90
France,"Pinot Noir",80.0,90
France,"Sauvignon Blanc",19.0,90
US,"Pinot Noir",45.0,90
Italy,Sangiovese,56.0,90
France,"Rosé",24.0,90
Spain,Godello,36.0,90
Spain,Palomino,26.0,90
Italy,"Red Blend",25.0,90
US,Tempranillo,15.0,90
Italy,Sangiovese,22.0,90
Italy,"Red Blend",20.0,90
Spain,Tempranillo,30.0,90
Italy,"Red Blend",30.0,90
Italy,"Red Blend",18.0,90
Italy,Sangiovese,22.0,90
Italy,"Red Blend",28.0,90
US,"Cabernet Sauvignon",40.0,90
US,Viognier,35.0,92
US,Chardonnay,44.0,92
US,Chardonnay,32.0,92
Chile,"Bordeaux-style Red Blend",30.0,92
Italy,Nebbiolo,113.0,92
France,Riesling,30.0,92
Italy,Nebbiolo,92.0,92
Italy,Nebbiolo,75.0,92
US,Zinfandel,50.0,92
US,Chardonnay,27.0,92
Italy,"Pinot Nero",49.0,92
Italy,Nebbiolo,19.0,92
Portugal,"Portuguese Red",11.0,92
Portugal,"Portuguese Red",44.0,92
France,Riesling,24.0,92
US,Riesling,15.0,92
US,Syrah,35.0,92
US,"Cabernet Sauvignon",33.0,92
US,Merlot,140.0,92
US,"Syrah-Cabernet Sauvignon",35.0,92
US,"Cabernet Sauvignon",75.0,92
US,"Rhône-style Red Blend",40.0,92
Chile,"Red Blend",100.0,92
US,Riesling,21.0,92
US,"Red Blend",80.0,92
US,"Cabernet Sauvignon",28.0,92
US,Chardonnay,40.0,92
Italy,"White Blend",40.0,92
Italy,"Red Blend",500.0,92
France,"Gewürztraminer",55.0,92
Argentina,Malbec,40.0,93
US,Syrah,40.0,93
US,Chardonnay,65.0,93
France,Tannat-Cabernet,65.0,93
US,Syrah,28.0,93
US,Chardonnay,51.0,93
France,"Rosé",50.0,93
France,"Rosé",34.0,93
France,Malbec,50.0,93
France,"Rosé",30.0,93
France,"Rosé",40.0,93
US,"Cabernet Sauvignon",30.0,93
US,"Sauvignon Blanc",45.0,93
US,"Red Blend",32.0,93
US,Chardonnay,125.0,93
US,"Cabernet Sauvignon",150.0,93
US,Syrah,60.0,93
US,"Pinot Noir",70.0,93
Spain,Sherry,30.0,93
US,"Pinot Noir",60.0,93
US,"Sparkling Blend",80.0,93
France,Tannat-Merlot,25.0,93
US,Syrah,32.0,93
Spain,Tempranillo,61.0,93
US,"Pinot Noir",60.0,93
US,Chardonnay,45.0,93
US,"Pinot Noir",60.0,93
US,"Pinot Noir",80.0,93
US,"Pinot Noir",85.0,93
Italy,"Red Blend",90.0,89
Portugal,"Portuguese Red",18.0,89
Portugal,"Portuguese Red",7.0,89
Portugal,"Portuguese Red",17.0,89
France,Duras,18.0,89
US,"Red Blend",39.0,89
Chile,"Sauvignon Blanc",17.0,89
France,"White Blend",20.0,89
Chile,"Sauvignon Blanc",22.0,89
US,Chardonnay,25.0,89
Spain,Garnacha,50.0,89
US,"Rhône-style Red Blend",31.0,89
Germany,"Pinot Gris",25.0,89
Chile,"Red Blend",26.0,89
Italy,"Red Blend",27.0,89
US,"Sparkling Blend",25.0,89
Italy,"Red Blend",22.0,89
US,"Pinot Gris",18.0,89
Chile,"Cabernet Sauvignon",20.0,89
Italy,"Cabernet Sauvignon",65.0,89
Portugal,"Tinta Francisca",60.0,89
Italy,"Red Blend",52.0,89
US,"Rosé",25.0,89
US,"Cabernet Sauvignon",65.0,89
Italy,"Red Blend",240.0,89
Italy,"Red Blend",35.0,89
US,"Pinot Noir",40.0,89
Portugal,"Portuguese Red",18.0,89
US,"Pinot Noir",26.0,89
Greece,"White Blend",13.0,89
US,Tempranillo,28.0,90
Portugal,"Portuguese Red",18.0,90
US,"Red Blend",40.0,90
Spain,"Tempranillo Blend",35.0,90
Italy,Barbera,38.0,90
Israel,"Cabernet Sauvignon",20.0,90
US,"Pinot Noir",72.0,90
Germany,Riesling,60.0,90
US,"Pinot Noir",44.0,90
Israel,"Cabernet Sauvignon",15.0,90
Italy,Nebbiolo,70.0,90
Portugal,"Portuguese White",30.0,90
US,Chardonnay,36.0,90
Israel,"Red Blend",40.0,90
US,Chardonnay,70.0,90
US,"Pinot Noir",48.0,90
Israel,"Cabernet Sauvignon",55.0,90
Italy,Nebbiolo,42.0,90
US,"Cabernet Sauvignon",125.0,90
Italy,Nebbiolo,110.0,90
Italy,Nebbiolo,103.0,90
Italy,Nebbiolo,100.0,90
Italy,Nebbiolo,40.0,90
Italy,Nebbiolo,68.0,90
Spain,Tempranillo,24.0,90
Italy,Nebbiolo,52.0,90
Australia,"Pinot Noir",65.0,90
US,"Pinot Noir",37.0,90
US,"Sparkling Blend",28.0,90
US,Chardonnay,13.0,85
Israel,Chardonnay,30.0,85
Portugal,"Portuguese White",10.0,85
Portugal,"Portuguese White",9.0,85
Portugal,"Alicante Bouschet",7.0,85
Portugal,"Portuguese Sparkling",12.0,85
France,"Sauvignon Blanc",15.0,85
France,"White Blend",9.0,85
Argentina,Malbec,11.0,85
Portugal,"Portuguese Sparkling",28.0,85
US,Chardonnay,20.0,85
US,"Pinot Grigio",18.0,85
Portugal,"Portuguese Sparkling",11.0,85
Portugal,"Portuguese Red",7.0,85
Portugal,"Portuguese Sparkling",8.0,85
"South Africa",Chardonnay,22.0,85
Argentina,Malbec,12.0,85
"South Africa","Chenin Blanc",10.0,85
France,"Rhône-style White Blend",16.0,85
US,"Cabernet Sauvignon",100.0,85
"South Africa","Sauvignon Blanc",15.0,85
France,"Rosé",16.0,85
France,"Bordeaux-style White Blend",12.0,85
France,Chardonnay,15.0,85
Portugal,"Portuguese Red",10.0,85
Portugal,"Portuguese Red",9.0,85
France,"White Blend",12.0,85
US,Chardonnay,30.0,85
Germany,Riesling,17.0,91
US,"Pinot Noir",65.0,91
US,"Pinot Noir",32.0,91
France,Gamay,24.0,91
Portugal,"Portuguese Red",35.0,91
Portugal,"Portuguese Red",17.0,91
Portugal,"Portuguese Red",22.0,91
US,"Pinot Noir",36.0,91
US,Syrah,43.0,91
Portugal,"Portuguese Red",28.0,91
Portugal,"Portuguese Red",75.0,91
Germany,Riesling,20.0,91
Portugal,"Portuguese Red",30.0,91
Germany,Lemberger,24.0,91
Chile,"Red Blend",100.0,91
Chile,"Red Blend",30.0,91
Italy,Turbiana,26.0,91
US,"Pinot Noir",65.0,91
Chile,"Petit Verdot",100.0,91
Italy,"Red Blend",30.0,91
US,"Pinot Noir",48.0,91
Portugal,"Petite Verdot",26.0,91
Portugal,"Portuguese Red",16.0,91
US,"Pinot Noir",42.0,91
Italy,Nebbiolo,60.0,88
Italy,Nebbiolo,56.0,88
US,"Pinot Noir",19.0,88
US,Merlot,21.0,88
US,"Pinot Noir",20.0,88
US,"Cabernet Franc",25.0,88
US,"Bordeaux-style Red Blend",72.0,88
Argentina,"Torrontés",18.0,88
US,"Bordeaux-style Red Blend",70.0,88
Argentina,"Cabernet Franc",29.0,88
Portugal,"Portuguese Red",35.0,88
Bulgaria,"Pinot Noir",10.0,88
US,"Mourvèdre",26.0,88
Italy,Nebbiolo,28.0,88
Argentina,"Torrontés",12.0,88
Spain,"Mencía",25.0,88
Australia,Chardonnay,25.0,88
US,Merlot,19.0,88
Croatia,Posip,27.0,88
US,Zinfandel,12.0,88
France,"Bordeaux-style Red Blend",15.0,88
Romania,"Pinot Noir",9.0,88
US,Chardonnay,22.0,88
France,"Sauvignon Blanc",37.0,88
US,"Fumé Blanc",19.0,88
US,"Pinot Noir",40.0,88
US,"Pinot Noir",70.0,88
US,Merlot,34.0,87
US,"Cabernet Sauvignon",38.0,87
US,Chardonnay,14.0,87
US,Zinfandel,20.0,87
US,Nebbiolo,30.0,87
US,"Cabernet Sauvignon",40.0,87
Spain,Monastrell,15.0,87
France,"Bordeaux-style Red Blend",20.0,87
US,"Cabernet Sauvignon",25.0,87
France,"Bordeaux-style Red Blend",35.0,87
France,"Bordeaux-style Red Blend",20.0,87
US,Syrah,23.0,87
US,Riesling,24.0,87
US,Chardonnay,16.0,87
Italy,"White Blend",24.0,87
US,"Bordeaux-style Red Blend",20.0,87
US,"White Blend",12.0,87
US,Riesling,20.0,87
US,Merlot,28.0,87
France,"Bordeaux-style Red Blend",27.0,87
US,"White Blend",22.0,87
US,"Red Blend",50.0,87
US,Roussanne,28.0,87
US,"Cabernet Sauvignon",25.0,87
US,"Touriga Nacional",40.0,87
US,"Cabernet Sauvignon",18.0,87
Italy,Sangiovese,23.0,87
US,Merlot,14.0,87
Spain,Tempranillo,15.0,90
US,"Sauvignon Blanc",26.0,90
Spain,"Tempranillo Blend",20.0,90
US,"Cabernet Sauvignon",20.0,90
US,"Mourvèdre",50.0,90
France,"Pinot Noir",56.0,90
US,Grenache,42.0,90
Chile,Syrah,27.0,90
Germany,Riesling,30.0,90
US,Chardonnay,28.0,90
US,"Pinot Noir",32.0,90
France,"Pinot Noir",35.0,90
Germany,"Müller-Thurgau",19.0,90
France,"Pinot Noir",70.0,90
US,"Sauvignon Blanc",25.0,90
US,Syrah,40.0,90
US,"Cabernet Sauvignon",90.0,90
US,Chardonnay,45.0,90
US,"Pinot Gris",19.0,90
US,"Gewürztraminer",25.0,90
,Assyrtiko,17.0,90
France,"Pinot Blanc",15.0,90
France,"Pinot Auxerrois",45.0,90
France,"Pinot Blanc",21.0,90
US,"Pinot Noir",22.0,90
US,"Cabernet Franc",56.0,90
Slovenia,"Ribolla Gialla",15.0,90
Italy,Sangiovese,70.0,90
US,Chardonnay,40.0,90
US,"Pinot Noir",85.0,90
US,Chardonnay,24.0,90
US,Chardonnay,26.0,90
US,"Petit Verdot",46.0,90
US,Malbec,24.0,90
Italy,Sangiovese,85.0,90
Moldova,"Bordeaux-style Red Blend",32.0,90
US,Port,36.0,90
US,"Sauvignon Blanc",16.0,90
France,"Pinot Noir",35.0,90
Italy,Sangiovese,80.0,90
US,Riesling,20.0,90
US,"Cabernet Sauvignon",15.0,90
India,Shiraz,13.0,90
US,"Red Blend",20.0,90
US,"Cabernet Sauvignon",75.0,90
US,Chardonnay,55.0,90
Italy,Sangiovese,22.0,90
Italy,"Red Blend",20.0,90
Spain,Tempranillo,30.0,90
Italy,"Red Blend",30.0,90
Italy,"Red Blend",18.0,90
Italy,Sangiovese,22.0,90
US,"Rosé",35.0,90
US,"Cabernet Sauvignon",48.0,90
France,Chardonnay,43.0,90
US,"Gewürztraminer",18.0,90
US,Syrah,32.0,93
"New Zealand",Chardonnay,46.0,93
France,Malbec,40.0,93
France,Tannat-Cabernet,20.0,93
US,"Pinot Noir",55.0,93
US,Chardonnay,94.0,93
US,Syrah,40.0,93
US,"Pinot Noir",37.0,93
US,"Pinot Noir",44.0,93
US,"Cabernet Sauvignon",50.0,93
Austria,"Pinot Noir",27.0,93
US,Malbec,32.0,93
Argentina,"Cabernet Blend",38.0,93
"New Zealand","Sauvignon Blanc",33.0,93
"New Zealand",Riesling,40.0,93
US,"White Blend",36.0,93
US,Chardonnay,35.0,93
US,"Pinot Noir",60.0,93
Spain,Tempranillo,37.0,93
Spain,"Tempranillo Blend",44.0,93
Spain,"Red Blend",136.0,93
France,"Rosé",52.0,93
US,Chardonnay,48.0,93
Italy,Aglianico,80.0,93
US,Grenache,30.0,93
US,Syrah,32.0,93
Austria,"Pinot Noir",19.0,93
US,"Pinot Noir",65.0,93
US,"Pinot Noir",50.0,90
US,"Pinot Gris",32.0,90
Germany,Riesling,23.0,90
Italy,Nebbiolo,44.0,90
Israel,"Cabernet Sauvignon",40.0,90
Portugal,"Portuguese Red",13.0,90
US,"Gewürztraminer",15.0,90
US,"Pinot Noir",50.0,90
Germany,Riesling,22.0,90
France,Chardonnay,141.0,90
France,Chardonnay,74.0,90
US,"Cabernet Sauvignon",100.0,90
Italy,Nebbiolo,102.0,90
Italy,Nebbiolo,80.0,90
Italy,Nebbiolo,35.0,90
Italy,Nebbiolo,55.0,90
Italy,Nebbiolo,50.0,90
Israel,"Cabernet Franc-Cabernet Sauvignon",38.0,90
US,Zinfandel,42.0,90
US,"White Blend",26.0,90
France,"Champagne Blend",65.0,90
Italy,Nebbiolo,70.0,90
Italy,Nebbiolo,60.0,90
US,"Cabernet Sauvignon",50.0,90
US,"Red Blend",44.0,90
US,"Pinot Noir",60.0,90
US,"Pinot Noir",20.0,90
US,"Rhône-style White Blend",45.0,90
France,Riesling,34.0,92
US,Chardonnay,55.0,92
US,"Cabernet Sauvignon",75.0,92
US,Chardonnay,34.0,92
Portugal,"Castelão",17.0,92
France,Riesling,25.0,92
France,Riesling,30.0,92
France,Riesling,47.0,92
France,Riesling,49.0,92
France,Riesling,26.0,92
Portugal,"Portuguese Red",53.0,92
France,"Bordeaux-style Red Blend",65.0,92
France,"Bordeaux-style Red Blend",40.0,92
Italy,Nebbiolo,34.0,92
Italy,Nebbiolo,55.0,92
US,Syrah,60.0,92
US,"Cabernet Sauvignon",100.0,92
US,"Cabernet Franc",39.0,92
Portugal,"Portuguese Red",25.0,92
US,"Bordeaux-style Red Blend",42.0,92
US,"Bordeaux-style Red Blend",65.0,92
Chile,"Carmenère",85.0,92
US,Chardonnay,43.0,92
Portugal,Encruzado,35.0,92
US,"Cabernet Sauvignon",100.0,92
US,Chardonnay,70.0,92
US,"Cabernet Sauvignon",80.0,92
Portugal,"Portuguese Red",25.0,92
Italy,Nebbiolo,65.0,92
France,"Bordeaux-style Red Blend",65.0,92
Portugal,"Touriga Nacional-Cabernet Sauvignon",15.0,85
"South Africa",Chardonnay,10.0,85
"South Africa","Sauvignon Blanc",15.0,85
France,"Rhône-style White Blend",63.0,85
Argentina,Malbec,35.0,85
"South Africa","Chenin Blanc",10.0,85
US,Sangiovese,32.0,85
US,Chardonnay,18.0,85
France,"Colombard-Sauvignon Blanc",11.0,85
France,Malbec-Merlot,9.0,85
France,Malbec,12.0,85
US,"Sauvignon Blanc",18.0,85
US,Zinfandel,52.0,85
Portugal,"Portuguese Red",15.0,85
Portugal,"Portuguese White",15.0,85
US,"Cabernet Sauvignon",27.0,85
Spain,Moscatel,30.0,85
US,Chardonnay,15.0,85
Argentina,Malbec,13.0,85
France,Marsanne,13.0,85
US,"Red Blend",25.0,85
France,Malbec,17.0,85
Portugal,"Portuguese Red",10.0,85
Portugal,"Portuguese White",7.0,85
Portugal,"Portuguese Red",14.0,85
Italy,"White Blend",10.0,85
France,"White Blend",9.0,85
Portugal,Siria,10.0,85
US,Chardonnay,20.0,85
US,"Cabernet Sauvignon",25.0,87
France,"Bordeaux-style Red Blend",35.0,87
France,"Bordeaux-style Red Blend",20.0,87
US,Syrah,23.0,87
US,Riesling,24.0,87
US,Chardonnay,16.0,87
US,Merlot,32.0,87
Italy,Sangiovese,55.0,87
US,"Blaufränkisch",13.0,87
Italy,"Red Blend",42.0,87
US,"Cabernet Sauvignon",74.0,87
Spain,Monastrell,15.0,87
US,"Cabernet Sauvignon",35.0,87
US,"Cabernet Franc",20.0,87
Argentina,Malbec,11.0,87
Argentina,Malbec,38.0,87
Argentina,"Pinot Noir",18.0,87
Italy,"Red Blend",75.0,87
Spain,"Garnacha Blanca",10.0,87
US,Riesling,18.0,87
Italy,"Red Blend",40.0,87
France,"Bordeaux-style Red Blend",30.0,87
France,"Bordeaux-style Red Blend",40.0,87
France,"Bordeaux-style Red Blend",13.0,87
France,"Bordeaux-style Red Blend",19.0,87
France,"Bordeaux-style Red Blend",25.0,87
US,Zinfandel,21.0,87
US,"Sauvignon Blanc",18.0,87
Spain,Garnacha,34.0,89
Italy,"Red Blend",32.0,89
US,Chardonnay,33.0,89
France,"Red Blend",22.0,89
Portugal,"Portuguese Red",12.0,89
France,Malbec,26.0,89
US,"Pinot Noir",22.0,89
France,"Red Blend",13.0,89
Germany,Riesling,45.0,89
Spain,"Red Blend",25.0,88
Spain,"Red Blend",22.0,88
Greece,Agiorgitiko,19.0,88
US,"Sauvignon Blanc",20.0,88
US,"Merlot-Cabernet Sauvignon",96.0,88
US,"Red Blend",28.0,88
US,"Pinot Noir",19.0,88
US,"Mourvèdre",26.0,88
Italy,"Red Blend",17.0,88
Italy,"Red Blend",35.0,88
Portugal,Port,20.0,88
France,Malbec,18.0,88
US,"Pinot Noir",34.0,88
US,Meritage,14.0,88
US,"Rosé",28.0,88
US,"Bordeaux-style Red Blend",66.0,88
US,Grenache,25.0,88
US,Zinfandel,28.0,88
US,Riesling,28.0,88
Chile,"Sauvignon Blanc",13.0,88
US,Primitivo,24.0,91
Italy,Turbiana,25.0,91
US,Syrah,36.0,91
Germany,Riesling,18.0,91
Chile,Syrah,23.0,91
US,"Rhône-style White Blend",28.0,91
Portugal,Arinto,40.0,91
France,Chardonnay,78.0,91
US,Zinfandel,43.0,91
France,"Pinot Noir",65.0,91
US,Chardonnay,44.0,91
US,"Pinot Noir",50.0,91
US,"Pinot Noir",56.0,91
France,Viognier,30.0,91
France,"Bordeaux-style Red Blend",22.0,91
US,"Rhône-style Red Blend",48.0,91
Portugal,"Portuguese Red",22.0,91
France,Chardonnay,60.0,91
France,"Bordeaux-style Red Blend",40.0,91
US,Riesling,19.0,91
US,Chardonnay,64.0,91
France,"Pinot Noir",74.0,91
Italy,Turbiana,24.0,91
US,"Pinot Noir",63.0,88
Spain,Tempranillo,14.0,88
US,"Pinot Gris",16.0,88
Argentina,"Cabernet Sauvignon",21.0,88
France,"Sauvignon Blanc",15.0,88
US,"Cabernet Sauvignon",18.0,88
Italy,Nebbiolo,50.0,88
US,"Pinot Noir",18.0,88
Italy,Nebbiolo,80.0,88
US,"Pinot Noir",48.0,88
France,"Sauvignon Blanc",22.0,88
US,"Pinot Noir",16.0,88
Argentina,Malbec,28.0,88
US,"Pinot Noir",35.0,88
US,"Pinot Noir",40.0,88
US,"Pinot Noir",48.0,88
France,Melon,12.0,88
US,"Pinot Gris",20.0,88
US,"Petite Sirah",26.0,88
Italy,Nebbiolo,55.0,88
Spain,Grenache-Syrah,8.0,88
Spain,"Mencía",16.0,88
US,Viognier,30.0,88
US,"Pinot Gris",23.0,88
US,"Red Blend",21.0,88
US,"Pinot Noir",30.0,88
Spain,Moscatel,30.0,88
Italy,Nebbiolo,35.0,88
US,"Pinot Gris",17.0,88
US,"Pinot Noir",25.0,88
Italy,Carricante,24.0,90
US,"Pinot Noir",40.0,90
Hungary,"White Blend",16.0,90
US,"Cabernet Sauvignon",40.0,90
US,Syrah,28.0,90
Italy,Fiano,21.0,90
US,"Rhône-style Red Blend",36.0,90
Greece,Assyrtiko,28.0,90
US,Zinfandel,65.0,90
US,"Pinot Noir",49.0,90
US,"Cabernet Sauvignon",44.0,90
US,Zinfandel,48.0,90
US,Chardonnay,28.0,90
US,"Rosé",30.0,90
France,Sylvaner,17.0,90
Italy,"Red Blend",39.0,90
US,Grenache,16.0,90
Germany,Silvaner,22.0,90
US,"Pinot Noir",45.0,90
France,Sylvaner,15.0,90
US,"Pinot Noir",48.0,90
US,"Petite Sirah",35.0,90
US,Zinfandel,24.0,90
US,"Red Blend",95.0,90
US,Zinfandel,32.0,90
Spain,"Tempranillo Blend",26.0,90
Spain,"Tempranillo Blend",32.0,90
US,Zinfandel,24.0,90
Germany,Schwartzriesling,25.0,90
Spain,Garnacha,50.0,90
,"Red Blend",30.0,90
Italy,Sangiovese,60.0,90
US,Merlot,12.0,90
France,Chardonnay,50.0,90
Italy,Sangiovese,85.0,90
US,"Rhône-style Red Blend",42.0,90
France,"Sauvignon Blanc",20.0,90
US,"Champagne Blend",72.0,90
US,Sangiovese-Syrah,66.0,90
US,Vermentino,18.0,90
France,"White Blend",32.0,90
France,"Rosé",19.0,90
US,"Pinot Noir",44.0,90
Spain,"Red Blend",90.0,90
Spain,"Red Blend",33.0,90
US,Chardonnay,45.0,90
US,"Pinot Noir",30.0,90
US,"Cabernet Sauvignon",65.0,90
US,"Cabernet Sauvignon",65.0,90
US,"Cabernet Franc",125.0,90
US,"Red Blend",38.0,90
Italy,"Red Blend",28.0,90
Spain,"Red Blend",32.0,90
US,"Cabernet Sauvignon",55.0,90
US,"Pinot Noir",85.0,90
US,Chardonnay,35.0,90
France,"Rosé",17.0,90
US,"Red Blend",48.0,90
US,Syrah,16.0,90
Hungary,Furmint,26.0,90
US,"Sparkling Blend",28.0,90
US,"Pinot Noir",50.0,90
US,"Pinot Gris",32.0,90
Germany,Riesling,23.0,90
Italy,Nebbiolo,44.0,90
Israel,"Cabernet Sauvignon",40.0,90
Argentina,Malbec,30.0,90
US,"Pinot Gris",28.0,90
Italy,Nebbiolo,46.0,90
Argentina,Malbec,24.0,90
US,Zinfandel,33.0,90
Italy,Barbera,25.0,90
France,"Bordeaux-style White Blend",13.0,90
France,Melon,16.0,90
France,Malbec-Merlot,50.0,90
France,"Bordeaux-style Red Blend",19.0,90
France,"Tannat-Cabernet Franc",13.0,90
US,"Rhône-style Red Blend",50.0,90
US,"Pinot Noir",50.0,90
Italy,Nebbiolo,35.0,90
US,Chardonnay,30.0,90
Germany,"Pinot Blanc",25.0,90
US,"Cabernet Sauvignon",40.0,90
Spain,"Mencía",55.0,90
Portugal,"Portuguese Red",100.0,90
US,"Cabernet Sauvignon",100.0,90
US,"Sauvignon Blanc",28.0,90
US,"Sauvignon Blanc",32.0,93
US,Grenache,40.0,93
US,Chardonnay,40.0,93
"New Zealand","Pinot Noir",63.0,92
France,"Gros Manseng",26.0,92
France,"Rosé",45.0,92
France,Tannat,25.0,92
US,"Pinot Noir",75.0,92
US,"Pinot Noir",95.0,92
US,"Cabernet Sauvignon",42.0,92
Austria,"Grüner Veltliner",17.0,92
US,Grenache,35.0,92
Austria,"Grüner Veltliner",18.0,92
US,"Pinot Gris",28.0,92
US,"Pinot Noir",54.0,92
US,"Pinot Noir",35.0,92
US,Tempranillo,40.0,92
US,"Pinot Noir",68.0,92
France,"Rosé",59.0,92
France,"Red Blend",28.0,92
US,"White Blend",40.0,92
US,"Sparkling Blend",80.0,92
US,Barbera,38.0,92
US,"Petite Sirah",38.0,92
US,Chardonnay,63.0,92
US,"Cabernet Franc-Merlot",40.0,92
US,Zinfandel,50.0,92
US,Zinfandel,34.0,92
Portugal,"Portuguese Red",10.0,85
Portugal,"Portuguese White",7.0,85
Portugal,"Portuguese Red",14.0,85
Italy,"White Blend",10.0,85
Italy,Sangiovese,149.0,85
US,"Bordeaux-style Red Blend",26.0,85
Argentina,"Torrontés",16.0,85
France,Malbec,9.0,85
Argentina,Malbec,12.0,84
Portugal,"Rosé",18.0,84
US,"Sauvignon Blanc-Semillon",15.0,84
Portugal,Alvarinho,13.0,84
Portugal,"Portuguese White",12.0,84
France,"Rhône-style White Blend",14.0,84
Argentina,"Bordeaux-style Red Blend",12.0,84
Spain,"Red Blend",9.0,84
US,"Pinot Noir",29.0,84
Portugal,"Portuguese Sparkling",10.0,84
US,"White Blend",35.0,84
France,"Bordeaux-style White Blend",12.0,84
US,"Sauvignon Blanc",14.0,84
Argentina,"Chenin Blanc",17.0,84
US,"Pinot Noir",12.0,84
"South Africa","Chenin Blanc",20.0,84
Argentina,Malbec,17.0,84
"South Africa","Chenin Blanc",9.0,84
Spain,Macabeo,14.0,84
Portugal,"Rosé",10.0,84
Portugal,"Portuguese White",10.0,84
US,Syrah,35.0,92
US,Chardonnay,32.0,92
US,"Bordeaux-style Red Blend",56.0,92
US,Merlot,39.0,92
Portugal,"Portuguese Red",23.0,92
US,Syrah,40.0,92
US,"Sauvignon Blanc",20.0,92
Portugal,Alfrocheiro,32.0,92
US,Zinfandel,35.0,92
US,Merlot,52.0,92
US,Syrah,48.0,92
France,Riesling,14.0,91
France,"Pinot Blanc",27.0,91
France,"Gewürztraminer",38.0,91
Chile,Syrah,20.0,91
US,Chardonnay,40.0,91
US,"Cabernet Sauvignon",54.0,91
US,Tempranillo,26.0,91
Chile,"Red Blend",22.0,91
US,Syrah,30.0,91
Portugal,"Portuguese Red",58.0,91
US,Chardonnay,40.0,91
France,"Bordeaux-style White Blend",35.0,91
US,Chardonnay,24.0,91
US,Sangiovese,29.0,91
US,"Cabernet Sauvignon",80.0,91
Portugal,"Portuguese Red",22.0,91
US,Chardonnay,15.0,91
Portugal,"Portuguese Red",22.0,91
France,Riesling,36.0,91
US,Chardonnay,25.0,87
US,"Sauvignon Blanc",22.0,87
US,Zinfandel,25.0,87
US,"Rhône-style Red Blend",32.0,87
Italy,"White Blend",20.0,87
US,Chardonnay,35.0,87
Argentina,Malbec,18.0,87
US,"Aligoté",13.0,87
Italy,Sangiovese,140.0,87
Italy,Sangiovese,60.0,87
Italy,"Red Blend",25.0,87
Italy,Sangiovese,50.0,87
Italy,Sangiovese,138.0,87
Italy,Sangiovese,55.0,87
US,Chardonnay,15.0,87
Argentina,"Torrontés",12.0,87
US,"Red Blend",35.0,87
US,"White Blend",23.0,87
France,"Bordeaux-style Red Blend",19.0,87
Spain,Verdejo,15.0,87
US,"Sparkling Blend",19.0,87
US,Merlot,24.0,87
US,"White Blend",19.0,87
US,Zinfandel,48.0,87
US,"Gewürztraminer",20.0,87
US,"Red Blend",26.0,87
US,Riesling,8.0,87
US,Syrah,60.0,87
US,"Grenache Blanc",25.0,87
US,Chardonnay,20.0,87
France,"Champagne Blend",66.0,91
France,Malbec,45.0,91
France,"Champagne Blend",75.0,91
Italy,"Red Blend",25.0,90
US,"Cabernet Sauvignon",40.0,90
US,Merlot,95.0,90
US,"Pinot Noir",48.0,90
US,"Pinot Noir",48.0,90
US,Zinfandel,50.0,90
US,Chardonnay,28.0,90
US,"Pinot Noir",44.0,90
US,"Pinot Noir",60.0,90
Italy,"Red Blend",16.0,90
France,"Champagne Blend",50.0,90
France,"Bordeaux-style Red Blend",55.0,90
France,"Bordeaux-style Red Blend",20.0,90
France,"Bordeaux-style Red Blend",45.0,90
Italy,Turbiana,19.0,90
US,"Cabernet Sauvignon",50.0,90
Portugal,"Portuguese White",18.0,90
Portugal,"Portuguese Red",15.0,90
US,"Red Blend",54.0,90
US,"Rhône-style Red Blend",35.0,90
US,Chardonnay,45.0,90
Germany,Riesling,31.0,90
Germany,Riesling,35.0,90
Germany,Riesling,18.0,90
Germany,"Spätburgunder",60.0,90
US,Riesling,25.0,88
US,"Mourvèdre",25.0,88
US,"Red Blend",50.0,88
US,"Sparkling Blend",30.0,88
US,"Pinot Noir",60.0,88
US,Chardonnay,15.0,88
Italy,Merlot,65.0,88
Italy,"Red Blend",19.0,88
Italy,"Red Blend",28.0,88
Chile,"Pinot Noir",20.0,88
US,"Rosé",27.0,88
Italy,Merlot,120.0,88
US,"Grüner Veltliner",20.0,88
France,"Bordeaux-style Red Blend",15.0,88
Chile,Merlot,12.0,88
US,Chardonnay,35.0,88
France,"Red Blend",12.0,88
France,"Bordeaux-style White Blend",16.0,88
France,"Red Blend",45.0,88
Italy,Ciliegiolo,22.0,88
Chile,"Cabernet Sauvignon-Carmenère",44.0,88
Chile,"Pinot Noir",20.0,88
Italy,Merlot,110.0,88
Italy,"Red Blend",26.0,88
US,"Red Blend",40.0,88
Chile,"Cabernet Franc",35.0,88
US,"Rhône-style Red Blend",36.0,88
Germany,"Pinot Gris",12.0,88
Spain,Tempranillo,15.0,88
US,"Cabernet Sauvignon",26.0,88
Portugal,"Portuguese Red",20.0,88
US,"Pinot Noir",60.0,88
Portugal,"Portuguese Red",12.0,88
US,Zinfandel,25.0,88
US,Merlot,17.0,88
Croatia,Posip,20.0,88
Romania,Merlot,9.0,88
France,"Sauvignon Blanc",25.0,88
US,"Petite Sirah",37.0,88
US,"Pinot Noir",98.0,88
